,Parameter,Galaxy Name,Estimate,CI68_low,CI68_high,CI95_low,CI95_high,Est_in_CI68?,Est_in_CI95?,Est_at_lower?,Est_at_upper?,P(lower),P(upper),P(lower)>50%?,P(upper)>50%?,n_local_maxima,Index_of_peak
768,LOGQ,rs0257,7.12823,7.07782,7.28667,7.0202100000000005,7.459510000000001,Y,Y,N,N,0.0037600000000000003,0.0,N,N,1,21
769,LOGZ,rs0257,-0.4044,-0.47693,-0.27255,-0.54945,-0.11432,Y,Y,N,N,0.0,0.0,N,N,1,136
770,LOGQ,rs0259,7.17865,7.092230000000001,7.29387,7.027410000000001,7.38749,Y,Y,N,N,0.00279,0.0,N,N,1,28
771,LOGZ,rs0259,-0.18684,-0.26595,-0.10113,-0.33848,-0.028610000000000003,Y,Y,N,N,0.0,0.0,N,N,1,169
772,LOGQ,rs0260,7.32268,7.149839999999999,7.63235,7.00581,7.8628,Y,Y,N,N,0.0109,0.0,N,N,2,48
773,LOGZ,rs0260,0.25488,0.057089999999999995,0.26807,-0.20661999999999997,0.29444000000000004,Y,Y,N,N,0.0,0.04434,N,N,1,236
774,LOGQ,rs0262,7.32988,7.27227,7.445110000000001,7.21465,7.54593,Y,Y,N,N,0.0,0.0,N,N,1,49
775,LOGZ,rs0262,-0.44396,-0.51648,-0.33848,-0.58241,-0.23958000000000002,Y,Y,N,N,0.0,0.0,N,N,1,130
776,LOGQ,rs0263,6.9986,7.06342,7.50272,6.9842,7.682760000000001,N,Y,N,N,0.02628,0.0,N,N,2,3
777,LOGZ,rs0263,0.14939000000000002,-0.11432,0.19554000000000002,-0.25277,0.25488,Y,Y,N,N,0.0,0.00161,N,N,2,220
778,LOGQ,rs0264,7.4379100000000005,7.38029,7.55313,7.32268,7.63955,Y,Y,N,N,0.0,0.0,N,N,1,64
779,LOGZ,rs0264,-0.52307,-0.60219,-0.411,-0.6813,-0.3121,Y,Y,N,N,0.0,0.0,N,N,1,118
780,LOGQ,rs0267,6.9914,7.0202100000000005,7.243460000000001,-inf,7.3730899999999995,N,Y,Y,N,0.05231,0.0,N,N,1,2
781,LOGZ,rs0267,-0.015430000000000001,-0.17365,0.057089999999999995,-0.27914,0.12302,Y,Y,N,N,0.0,0.0,N,N,2,195
782,LOGQ,rs0268,6.9914,7.0202100000000005,7.243460000000001,-inf,7.3730899999999995,N,Y,Y,N,0.05231,0.0,N,N,1,2
783,LOGZ,rs0268,-0.015430000000000001,-0.17365,0.057089999999999995,-0.27914,0.12302,Y,Y,N,N,0.0,0.0,N,N,2,195
784,LOGQ,rs0269,7.250660000000001,7.18585,7.452310000000001,7.11383,7.65395,Y,Y,N,N,0.0,0.0,N,N,1,38
785,LOGZ,rs0269,-0.48352,-0.54285,-0.3121,-0.60878,-0.1341,Y,Y,N,N,0.0,0.0,N,N,1,124
786,LOGQ,rs0270,6.977,7.09943,7.71157,6.9914,7.891610000000001,N,N,Y,N,0.0202,0.0,N,N,2,0
787,LOGZ,rs0270,0.22191999999999998,-0.14069,0.22851,-0.29891999999999996,0.27466,Y,Y,N,N,0.0,0.006220000000000001,N,N,1,231
788,LOGQ,rs0273,7.12103,7.07062,7.243460000000001,7.0202100000000005,7.365889999999999,Y,Y,N,N,0.0028,0.0,N,N,1,20
789,LOGZ,rs0273,-0.39781,-0.46374,-0.28573000000000004,-0.52967,-0.16706,Y,Y,N,N,0.0,0.0,N,N,1,137
790,LOGQ,rs0274,7.17865,7.10663,7.4091,7.027410000000001,7.61795,Y,Y,N,N,0.0032,0.0,N,N,1,28
791,LOGZ,rs0274,-0.29233000000000003,-0.35825,-0.10113,-0.43737,0.043910000000000005,Y,Y,N,N,0.0,0.0,N,N,1,153
792,LOGQ,rs0275,7.20745,7.149839999999999,7.34428,7.08502,7.459510000000001,Y,Y,N,N,0.0,0.0,N,N,2,32
793,LOGZ,rs0275,-0.39781,-0.47033,-0.28573000000000004,-0.5362600000000001,-0.17365,Y,Y,N,N,0.0,0.0,N,N,1,137
794,LOGQ,rs0276,7.149839999999999,7.092230000000001,7.32988,7.027410000000001,7.48832,Y,Y,N,N,0.00143,0.0,N,N,1,24
795,LOGZ,rs0276,-0.39121999999999996,-0.45715,-0.2264,-0.52307,-0.08135,Y,Y,N,N,0.0,0.0,N,N,1,138
796,LOGQ,rs0277,7.20745,7.142639999999999,7.365889999999999,7.07782,7.53153,Y,Y,N,N,0.0001,0.0,N,N,2,32
797,LOGZ,rs0277,-0.43078,-0.50989,-0.29891999999999996,-0.589,-0.14728,Y,Y,N,N,0.0,0.0,N,N,1,132
798,LOGQ,rs0280,6.977,7.04902,7.52433,6.9842,7.733169999999999,N,N,Y,N,0.03085,0.0,N,N,1,0
799,LOGZ,rs0280,0.22191999999999998,-0.10113,0.22191999999999998,-0.25936,0.27466,Y,Y,N,N,0.0,0.00686,N,N,2,231
800,LOGQ,rs0282,7.17865,7.07062,7.31548,7.00581,7.4307,Y,Y,N,N,0.00962,0.0,N,N,1,28
801,LOGZ,rs0282,-0.1275,-0.23299,-0.0352,-0.30551,0.043910000000000005,Y,Y,N,N,0.0,0.0,N,N,1,178
802,LOGQ,rs0283,7.12823,7.06342,7.28667,7.00581,7.4307,Y,Y,N,N,0.00777,0.0,N,N,1,21
803,LOGZ,rs0283,-0.3121,-0.37803000000000003,-0.18025,-0.44396,-0.061579999999999996,Y,Y,N,N,0.0,0.0,N,N,1,150
804,LOGQ,rs0289,7.04902,7.0202100000000005,7.22186,6.9842,7.38749,Y,Y,N,N,0.04066,0.0,N,N,1,10
805,LOGZ,rs0289,-0.3187,-0.38463,-0.16706,-0.45715,-0.0352,Y,Y,N,N,0.0,0.0,N,N,1,149
806,LOGQ,rs0290,7.30828,7.243460000000001,7.5675300000000005,7.157039999999999,7.80519,Y,Y,N,N,0.0,0.0,N,N,1,46
807,LOGZ,rs0290,-0.46374,-0.52307,-0.2198,-0.60878,-0.022019999999999998,Y,Y,N,N,0.0,0.0,N,N,1,127
808,LOGQ,rs0297,7.31548,7.250660000000001,7.48832,7.1642399999999995,7.661160000000001,Y,Y,N,N,0.0,0.0,N,N,1,47
809,LOGZ,rs0297,-0.43737,-0.51648,-0.29233000000000003,-0.5956,-0.14069,Y,Y,N,N,0.0,0.0,N,N,1,131
810,LOGQ,rs0303,7.236260000000001,7.157039999999999,7.38749,7.09943,7.61795,Y,Y,N,N,0.0,0.0,N,N,2,36
811,LOGZ,rs0303,-0.57582,-0.64175,-0.411,-0.71427,-0.14728,Y,Y,N,N,0.0,0.0,N,N,1,110
812,LOGQ,rs0306,7.01301,7.034610000000001,7.358689999999999,6.9842,7.50272,N,Y,N,N,0.035769999999999996,0.0,N,N,2,5
813,LOGZ,rs0306,-0.25277,-0.3121,0.00435,-0.4044,0.09665,Y,Y,N,N,0.0,0.0,N,N,2,159
814,LOGQ,rs0308,6.977,7.07062,7.48832,6.9842,7.65395,N,N,Y,N,0.03148,0.0,N,N,2,0
815,LOGZ,rs0308,0.11642999999999999,-0.24618,0.14939000000000002,-0.39781,0.22191999999999998,Y,Y,N,N,0.0,2e-05,N,N,2,215
816,LOGQ,rs0313,7.452310000000001,7.1642399999999995,7.61795,6.9986,7.76918,Y,Y,N,N,0.014169999999999999,0.0,N,N,2,66
817,LOGZ,rs0313,0.19554000000000002,-0.08795,0.20873000000000003,-0.3121,0.25488,Y,Y,N,N,0.0,0.00061,N,N,2,227
818,LOGQ,rs0314,7.092230000000001,7.06342,7.48832,6.9986,7.75478,Y,Y,N,N,0.015009999999999999,0.0,N,N,1,16
819,LOGZ,rs0314,-0.37803000000000003,-0.43737,-0.0418,-0.51648,0.12962,Y,Y,N,N,0.0,0.0,N,N,2,140
820,LOGQ,rs0316,6.977,7.0202100000000005,7.257860000000001,-inf,7.3947,N,Y,Y,N,0.05176,0.0,N,N,1,0
821,LOGZ,rs0316,-0.022019999999999998,-0.18684,0.057089999999999995,-0.29233000000000003,0.12962,Y,Y,N,N,0.0,0.0,N,N,2,194
822,LOGQ,rs0318,7.668360000000001,7.5891399999999996,7.826789999999999,7.50992,7.96363,Y,Y,N,N,0.0,0.0,N,N,1,96
823,LOGZ,rs0318,-0.66152,-0.7208600000000001,-0.49011000000000005,-0.79338,-0.35166,Y,Y,N,N,0.0,0.0,N,N,1,97
824,LOGQ,rs0320,7.19305,7.05622,7.30828,6.9914,7.4307,Y,Y,N,N,0.02101,0.0,N,N,1,30
825,LOGZ,rs0320,-0.054979999999999994,-0.18684,0.024130000000000002,-0.27914,0.09665,Y,Y,N,N,0.0,0.0,N,N,1,189
826,LOGQ,rs0323,7.07062,7.027410000000001,7.19305,6.9842,7.29387,Y,Y,N,N,0.02575,0.0,N,N,1,13
827,LOGZ,rs0323,-0.3187,-0.38463,-0.20661999999999997,-0.44396,-0.12090999999999999,Y,Y,N,N,0.0,0.0,N,N,1,149
828,LOGQ,rs0328,7.034610000000001,7.01301,7.21465,-inf,7.38749,Y,Y,N,N,0.055170000000000004,0.0,N,N,1,8
829,LOGZ,rs0328,-0.3121,-0.39121999999999996,-0.15388,-0.46374,-0.00224,Y,Y,N,N,0.0,0.0,N,N,1,150
830,LOGQ,rs0331,7.04902,7.0202100000000005,7.2290600000000005,6.9842,7.38749,Y,Y,N,N,0.04381,0.0,N,N,1,10
831,LOGZ,rs0331,-0.29891999999999996,-0.37144,-0.15388,-0.44396,-0.015430000000000001,Y,Y,N,N,0.0,0.0,N,N,1,152
832,LOGQ,rs0334,7.07062,7.027410000000001,7.250660000000001,6.9842,7.38029,Y,Y,N,N,0.02877,0.0,N,N,1,13
833,LOGZ,rs0334,-0.3187,-0.38463,-0.16706,-0.45715,-0.054979999999999994,Y,Y,N,N,0.0,0.0,N,N,1,149
834,LOGQ,rs0336,7.17865,7.12103,7.50272,7.041810000000001,7.71157,Y,Y,N,N,0.00116,0.0,N,N,1,28
835,LOGZ,rs0336,-0.38463,-0.44396,-0.08135,-0.52307,0.07687000000000001,Y,Y,N,N,0.0,0.0,N,N,1,139
836,LOGQ,rs0337,7.142639999999999,7.07062,7.31548,7.00581,7.445110000000001,Y,Y,N,N,0.00806,0.0,N,N,1,23
837,LOGZ,rs0337,-0.3121,-0.37803000000000003,-0.15388,-0.45055,-0.0418,Y,Y,N,N,0.0,0.0,N,N,1,150
838,LOGQ,rs0339,7.30828,7.12823,7.445110000000001,7.00581,7.59634,Y,Y,N,N,0.012029999999999999,0.0,N,N,2,46
839,LOGZ,rs0339,0.1428,-0.00883,0.18895,-0.21320999999999998,0.2351,Y,Y,N,N,0.0,8e-05,N,N,1,219
840,LOGQ,rs0340,7.12823,7.06342,7.33708,6.9986,7.50272,Y,Y,N,N,0.01119,0.0,N,N,1,21
841,LOGZ,rs0340,-0.28573000000000004,-0.35166,-0.10772999999999999,-0.43078,0.024130000000000002,Y,Y,N,N,0.0,0.0,N,N,1,154
842,LOGQ,rs0341,7.257860000000001,7.17865,7.3730899999999995,7.12103,7.48112,Y,Y,N,N,0.0,0.0,N,N,1,39
843,LOGZ,rs0341,-0.41758999999999996,-0.4967,-0.30551,-0.56263,-0.18684,Y,Y,N,N,0.0,0.0,N,N,1,134
844,LOGQ,rs0343,7.4091,7.358689999999999,7.80519,7.27227,7.9852300000000005,Y,Y,N,N,0.0,0.0,N,N,1,60
845,LOGZ,rs0343,-0.47693,-0.52967,-0.14069,-0.61537,0.00435,Y,Y,N,N,0.0,0.0,N,N,1,125
846,LOGQ,rs0344,7.365889999999999,7.301069999999999,7.52433,7.236260000000001,7.64675,Y,Y,N,N,0.0,0.0,N,N,1,54
847,LOGZ,rs0344,-0.44396,-0.50989,-0.29891999999999996,-0.58241,-0.17365,Y,Y,N,N,0.0,0.0,N,N,1,130
848,LOGQ,rs0345,7.32988,7.27227,7.445110000000001,7.20745,7.574739999999999,Y,Y,N,N,0.0,0.0,N,N,1,49
849,LOGZ,rs0345,-0.52307,-0.61537,-0.411,-0.6944899999999999,-0.27914,Y,Y,N,N,0.0,0.0,N,N,1,118
850,LOGQ,rs0349,7.466710000000001,7.4091,7.60354,7.34428,7.725969999999999,Y,Y,N,N,0.0,0.0,N,N,2,68
851,LOGZ,rs0349,-0.56263,-0.6483399999999999,-0.43737,-0.7208600000000001,-0.30551,Y,Y,N,N,0.0,0.0,N,N,1,112
852,LOGQ,rs0350,7.63955,7.351489999999999,7.725969999999999,7.21465,7.8484,Y,Y,N,N,0.0,0.0,N,N,1,92
853,LOGZ,rs0350,-0.1341,-0.35825,-0.07476000000000001,-0.46374,0.01095,Y,Y,N,N,0.0,0.0,N,N,1,177
854,LOGQ,rs0354,7.4379100000000005,7.3730899999999995,7.63955,7.29387,7.790789999999999,Y,Y,N,N,0.0,0.0,N,N,1,64
855,LOGZ,rs0354,-0.47693,-0.54285,-0.30551,-0.62197,-0.16047,Y,Y,N,N,0.0,0.0,N,N,1,125
856,LOGQ,rs0358,6.977,6.9986,7.20745,-inf,7.33708,N,Y,Y,N,0.08306000000000001,0.0,N,N,1,0
857,LOGZ,rs0358,-0.23299,-0.30551,-0.048389999999999996,-0.38463,0.043910000000000005,Y,Y,N,N,0.0,0.0,N,N,1,162
858,LOGQ,rs0363,7.365889999999999,7.30828,7.61795,7.2290600000000005,7.8556,Y,Y,N,N,0.0,0.0,N,N,1,54
859,LOGZ,rs0363,-0.46374,-0.52967,-0.24618,-0.60878,-0.054979999999999994,Y,Y,N,N,0.0,0.0,N,N,1,127
860,LOGQ,rs0364,7.32268,7.26507,7.4307,7.20025,7.53873,Y,Y,N,N,0.0,0.0,N,N,1,48
861,LOGZ,rs0364,-0.44396,-0.52967,-0.33848,-0.60878,-0.2198,Y,Y,N,N,0.0,0.0,N,N,1,130
862,LOGQ,rs0365,7.1642399999999995,7.10663,7.32988,7.04902,7.50272,Y,Y,N,N,0.00045,0.0,N,N,1,26
863,LOGZ,rs0365,-0.45715,-0.52967,-0.30551,-0.60878,-0.1341,Y,Y,N,N,0.0,0.0,N,N,1,128
864,LOGQ,rs0371,6.977,7.034610000000001,7.3730899999999995,6.9842,7.55313,N,N,Y,N,0.037239999999999995,0.0,N,N,1,0
865,LOGZ,rs0371,0.07028,-0.12090999999999999,0.15599000000000002,-0.25277,0.2351,Y,Y,N,N,0.0,0.00062,N,N,1,208
866,LOGQ,rs0372,7.38749,7.32988,7.62515,7.250660000000001,7.877210000000001,Y,Y,N,N,0.0,0.0,N,N,1,57
867,LOGZ,rs0372,-0.54285,-0.60878,-0.34507,-0.6813,-0.12090999999999999,Y,Y,N,N,0.0,0.0,N,N,1,115
868,LOGQ,rs0373,7.27947,7.20025,7.48832,7.11383,7.61795,Y,Y,N,N,0.0,0.0,N,N,1,42
869,LOGZ,rs0373,-0.33188,-0.411,-0.16706,-0.48352,-0.061579999999999996,Y,Y,N,N,0.0,0.0,N,N,1,147
870,LOGQ,rs0374,7.12103,7.07062,7.27227,7.01301,7.452310000000001,Y,Y,N,N,0.00448,0.0,N,N,1,20
871,LOGZ,rs0374,-0.51648,-0.58241,-0.37803000000000003,-0.65493,-0.20002999999999999,Y,Y,N,N,0.0,0.0,N,N,1,119
872,LOGQ,rs0376,7.092230000000001,7.06342,7.49552,6.9914,7.725969999999999,Y,Y,N,N,0.01699,0.0,N,N,1,16
873,LOGZ,rs0376,-0.32529,-0.37803000000000003,0.01095,-0.47033,0.1428,Y,Y,N,N,0.0,0.0,N,N,2,148
874,LOGQ,rs0377,6.977,6.9914,7.20745,-inf,7.4163,N,Y,Y,N,0.11565999999999999,0.0,N,N,1,0
875,LOGZ,rs0377,-0.41758999999999996,-0.46374,-0.19343,-0.52967,0.01754,Y,Y,N,N,0.0,0.0,N,N,2,134
876,LOGQ,rs0380,7.38749,7.32988,7.71877,7.236260000000001,7.87,Y,Y,N,N,0.0,0.0,N,N,1,57
877,LOGZ,rs0380,-0.45715,-0.50989,-0.19343,-0.5956,-0.061579999999999996,Y,Y,N,N,0.0,0.0,N,N,1,128
878,LOGQ,rs0384,7.20025,7.135439999999999,7.365889999999999,7.07062,7.50992,Y,Y,N,N,2.9999999999999997e-05,0.0,N,N,1,31
879,LOGZ,rs0384,-0.39781,-0.46374,-0.25277,-0.52967,-0.12090999999999999,Y,Y,N,N,0.0,0.0,N,N,1,137
880,LOGQ,rs0386,7.4235,7.358689999999999,7.675560000000001,7.27227,7.8412,Y,Y,N,N,0.0,0.0,N,N,1,62
881,LOGZ,rs0386,-0.47693,-0.54285,-0.26595,-0.62197,-0.12090999999999999,Y,Y,N,N,0.0,0.0,N,N,1,125
882,LOGQ,rs0389,7.4379100000000005,7.3730899999999995,7.682760000000001,7.301069999999999,7.884410000000001,Y,Y,N,N,0.0,0.0,N,N,1,64
883,LOGZ,rs0389,-0.52307,-0.58241,-0.30551,-0.66152,-0.11432,Y,Y,N,N,0.0,0.0,N,N,1,118
884,LOGQ,rs0391,6.977,6.9914,7.157039999999999,-inf,7.28667,N,Y,Y,N,0.1327,0.0,N,N,1,0
885,LOGZ,rs0391,-0.26595,-0.33188,-0.054979999999999994,-0.41758999999999996,0.0505,Y,Y,N,N,0.0,0.0,N,N,1,157
886,LOGQ,rs0392,7.71157,7.62515,7.90601,7.52433,8.05725,Y,Y,N,N,0.0,0.0,N,N,1,102
887,LOGZ,rs0392,-0.52307,-0.60219,-0.36485,-0.67471,-0.24618,Y,Y,N,N,0.0,0.0,N,N,1,118
888,LOGQ,rs0393,7.11383,7.06342,7.2290600000000005,7.01301,7.32988,Y,Y,N,N,0.0033200000000000005,0.0,N,N,1,19
889,LOGZ,rs0393,-0.37803000000000003,-0.43078,-0.26595,-0.49011000000000005,-0.16706,Y,Y,N,N,0.0,0.0,N,N,1,140
890,LOGQ,rs0394,7.517119999999999,7.4379100000000005,7.63235,7.3730899999999995,7.74758,Y,Y,N,N,0.0,0.0,N,N,1,75
891,LOGZ,rs0394,-0.54285,-0.63515,-0.43078,-0.70767,-0.3121,Y,Y,N,N,0.0,0.0,N,N,1,115
892,LOGQ,rs0401,6.977,7.01301,7.301069999999999,-inf,7.517119999999999,N,Y,Y,N,0.060329999999999995,0.0,N,N,1,0
893,LOGZ,rs0401,0.030719999999999997,-0.19343,0.11642999999999999,-0.30551,0.22851,Y,Y,N,N,0.0,0.0008699999999999999,N,N,2,202
894,LOGQ,rs0408,7.452310000000001,7.3730899999999995,7.7403699999999995,7.27947,7.90601,Y,Y,N,N,0.0,0.0,N,N,1,66
895,LOGZ,rs0408,-0.47033,-0.52967,-0.23299,-0.60878,-0.10113,Y,Y,N,N,0.0,0.0,N,N,1,126
896,LOGQ,rs0409,6.977,7.00581,7.27227,-inf,7.452310000000001,N,Y,Y,N,0.0657,0.0,N,N,1,0
897,LOGZ,rs0409,-0.23958000000000002,-0.30551,-0.015430000000000001,-0.39121999999999996,0.10984000000000001,Y,Y,N,N,0.0,0.0,N,N,1,161
898,LOGQ,rs0410,7.31548,7.22186,7.53873,7.11383,7.81959,Y,Y,N,N,0.00016,0.0,N,N,1,47
899,LOGZ,rs0410,-0.50989,-0.589,-0.30551,-0.67471,-0.06817000000000001,Y,Y,N,N,0.0,0.0,N,N,1,120
900,LOGQ,rs0411,7.32988,7.27227,7.459510000000001,7.20745,7.5819399999999995,Y,Y,N,N,0.0,0.0,N,N,1,49
901,LOGZ,rs0411,-0.45055,-0.52307,-0.32529,-0.5956,-0.20661999999999997,Y,Y,N,N,0.0,0.0,N,N,1,129
902,LOGQ,rs0416,7.31548,7.26507,7.4235,7.20025,7.52433,Y,Y,N,N,0.0,0.0,N,N,1,47
903,LOGZ,rs0416,-0.52307,-0.5956,-0.39781,-0.66152,-0.28573000000000004,Y,Y,N,N,0.0,0.0,N,N,1,118
904,LOGQ,rs0419,7.22186,7.10663,7.50992,7.0202100000000005,7.668360000000001,Y,Y,N,N,0.0033,0.0,N,N,1,34
905,LOGZ,rs0419,-0.36485,-0.43737,-0.09454,-0.50989,0.03732,Y,Y,N,N,0.0,0.0,N,N,2,142
906,LOGQ,rs0420,7.06342,7.041810000000001,7.38749,6.9842,7.64675,Y,Y,N,N,0.033569999999999996,0.0,N,N,1,12
907,LOGZ,rs0420,-0.054979999999999994,-0.20002999999999999,0.09006,-0.30551,0.21531999999999998,Y,Y,N,N,0.0,0.00031,N,N,1,189
908,LOGQ,rs0421,7.3947,7.33708,7.53153,7.27947,7.661160000000001,Y,Y,N,N,0.0,0.0,N,N,1,58
909,LOGZ,rs0421,-0.48352,-0.56263,-0.35825,-0.64175,-0.23958000000000002,Y,Y,N,N,0.0,0.0,N,N,1,124
910,LOGQ,rs0422,7.4163,7.351489999999999,7.54593,7.29387,7.65395,Y,Y,N,N,0.0,0.0,N,N,1,61
911,LOGZ,rs0422,-0.52307,-0.60219,-0.4044,-0.67471,-0.28573000000000004,Y,Y,N,N,0.0,0.0,N,N,1,118
912,LOGQ,rs0423,7.149839999999999,7.08502,7.38749,7.00581,7.661160000000001,Y,Y,N,N,0.008320000000000001,0.0,N,N,1,24
913,LOGZ,rs0423,-0.48352,-0.56263,-0.24618,-0.6483399999999999,0.01754,Y,Y,N,N,0.0,0.0,N,N,1,124
914,LOGQ,rs0424,7.38029,7.31548,7.54593,7.250660000000001,7.668360000000001,Y,Y,N,N,0.0,0.0,N,N,1,56
915,LOGZ,rs0424,-0.43737,-0.50989,-0.29891999999999996,-0.58241,-0.17365,Y,Y,N,N,0.0,0.0,N,N,1,131
916,LOGQ,rs0425,7.041810000000001,7.01301,7.21465,6.9842,7.33708,Y,Y,N,N,0.04602,0.0,N,N,1,9
917,LOGZ,rs0425,-0.3187,-0.38463,-0.17365,-0.45715,-0.06817000000000001,Y,Y,N,N,0.0,0.0,N,N,1,149
918,LOGQ,rs0427,7.26507,7.17865,7.4019,7.10663,7.56033,Y,Y,N,N,0.0,0.0,N,N,1,40
919,LOGZ,rs0427,-0.39781,-0.46374,-0.25277,-0.5362600000000001,-0.12090999999999999,Y,Y,N,N,0.0,0.0,N,N,1,137
920,LOGQ,rs0428,7.17865,7.11383,7.459510000000001,7.027410000000001,7.675560000000001,Y,Y,N,N,0.00252,0.0,N,N,1,28
921,LOGZ,rs0428,-0.34507,-0.411,-0.09454,-0.49011000000000005,0.07028,Y,Y,N,N,0.0,0.0,N,N,1,145
922,LOGQ,rs0429,7.28667,7.22186,7.3947,7.157039999999999,7.50992,Y,Y,N,N,0.0,0.0,N,N,1,43
923,LOGZ,rs0429,-0.44396,-0.52307,-0.33848,-0.589,-0.2264,Y,Y,N,N,0.0,0.0,N,N,1,130
924,LOGQ,rs0430,7.26507,7.19305,7.358689999999999,7.135439999999999,7.452310000000001,Y,Y,N,N,0.0,0.0,N,N,1,40
925,LOGZ,rs0430,-0.47693,-0.54945,-0.36485,-0.62197,-0.25277,Y,Y,N,N,0.0,0.0,N,N,1,125
926,LOGQ,rs0432,8.33811,8.20848,8.54696,8.07885,8.68379,Y,Y,N,N,0.0,0.00643,N,N,1,189
927,LOGZ,rs0432,-0.70108,-0.7670100000000001,-0.5033,-0.85272,-0.37803000000000003,Y,Y,N,N,0.0,0.0,N,N,1,91
928,LOGQ,rs0433,7.07062,7.06342,7.54593,6.9914,7.733169999999999,Y,Y,N,N,0.01618,0.0,N,N,1,13
929,LOGZ,rs0433,-0.33848,-0.37803000000000003,0.057089999999999995,-0.47033,0.15599000000000002,Y,Y,N,N,0.0,0.0,N,N,2,146
930,LOGQ,rs0435,7.07782,7.041810000000001,7.27947,6.9914,7.50992,Y,Y,N,N,0.01959,0.0,N,N,1,14
931,LOGZ,rs0435,-0.42418,-0.49011000000000005,-0.2264,-0.57582,-0.00224,Y,Y,N,N,0.0,0.0,N,N,1,133
932,LOGQ,rs0437,7.56033,7.466710000000001,7.76198,7.38029,7.90601,Y,Y,N,N,0.0,0.0,N,N,1,81
933,LOGZ,rs0437,-0.45715,-0.52967,-0.28573000000000004,-0.60878,-0.16706,Y,Y,N,N,0.0,0.0,N,N,1,128
934,LOGQ,rs0442,7.29387,7.2290600000000005,7.459510000000001,7.157039999999999,7.62515,Y,Y,N,N,0.0,0.0,N,N,1,44
935,LOGZ,rs0442,-0.4967,-0.55604,-0.32529,-0.62856,-0.15388,Y,Y,N,N,0.0,0.0,N,N,1,122
936,LOGQ,rs0444,7.26507,7.19305,7.365889999999999,7.12823,7.466710000000001,Y,Y,N,N,0.0,0.0,N,N,1,40
937,LOGZ,rs0444,-0.44396,-0.51648,-0.33848,-0.58241,-0.2264,Y,Y,N,N,0.0,0.0,N,N,1,130
938,LOGQ,rs0449,7.0202100000000005,7.0202100000000005,7.26507,-inf,7.445110000000001,Y,Y,N,N,0.05069,0.0,N,N,1,6
939,LOGZ,rs0449,-0.06817000000000001,-0.18684,0.043910000000000005,-0.27914,0.1428,Y,Y,N,N,0.0,1e-05,N,N,1,187
940,LOGQ,rs0452,7.2290600000000005,7.08502,7.4379100000000005,6.9986,7.5675300000000005,Y,Y,N,N,0.011729999999999999,0.0,N,N,1,35
941,LOGZ,rs0452,-0.23958000000000002,-0.3121,-0.015430000000000001,-0.4044,0.07028,Y,Y,N,N,0.0,0.0,N,N,2,161
942,LOGQ,rs0453,7.5819399999999995,7.33708,7.733169999999999,7.11383,7.884410000000001,Y,Y,N,N,0.0016,0.0,N,N,1,84
943,LOGZ,rs0453,0.2351,0.11642999999999999,0.26147,-0.028610000000000003,0.28784,Y,Y,N,N,0.0,0.01679,N,N,1,233
944,LOGQ,rs0454,6.977,6.9914,7.17144,-inf,7.351489999999999,N,Y,Y,N,0.11345999999999999,0.0,N,N,1,0
945,LOGZ,rs0454,-0.25936,-0.33188,-0.08795,-0.411,0.06369,Y,Y,N,N,0.0,0.0,N,N,1,158
946,LOGQ,rs0456,7.11383,7.06342,7.32268,6.9986,7.517119999999999,Y,Y,N,N,0.01029,0.0,N,N,1,19
947,LOGZ,rs0456,-0.34507,-0.411,-0.15388,-0.48352,0.01095,Y,Y,N,N,0.0,0.0,N,N,1,145
948,LOGQ,rs0458,6.977,7.0202100000000005,7.61074,-inf,7.92042,N,Y,Y,N,0.05432000000000001,0.0,N,N,1,0
949,LOGZ,rs0458,0.28125,-0.29891999999999996,0.25488,-0.43737,0.29444000000000004,N,Y,N,Y,0.0,0.04052,N,N,3,240
950,LOGQ,rs0460,7.301069999999999,7.243460000000001,7.4307,7.17865,7.55313,Y,Y,N,N,0.0,0.0,N,N,1,45
951,LOGZ,rs0460,-0.5033,-0.56263,-0.36485,-0.62856,-0.23958000000000002,Y,Y,N,N,0.0,0.0,N,N,1,121
952,LOGQ,rs0463,8.14367,7.60354,8.230089999999999,7.38749,8.36692,Y,Y,N,N,0.0,0.0,N,N,2,162
953,LOGZ,rs0463,-0.12090999999999999,-0.50989,-0.07476000000000001,-0.65493,0.01095,Y,Y,N,N,0.0,0.0,N,N,3,179
954,LOGQ,rs0467,7.12103,7.07062,7.27947,7.01301,7.473910000000001,Y,Y,N,N,0.00563,0.0,N,N,1,20
955,LOGZ,rs0467,-0.45715,-0.52967,-0.30551,-0.60219,-0.11432,Y,Y,N,N,0.0,0.0,N,N,1,128
956,LOGQ,rs0468,7.11383,7.07782,7.4379100000000005,7.00581,7.61074,Y,Y,N,N,0.00759,0.0,N,N,1,19
957,LOGZ,rs0468,-0.37803000000000003,-0.44396,-0.12090999999999999,-0.51648,0.030719999999999997,Y,Y,N,N,0.0,0.0,N,N,2,140
958,LOGQ,rs0469,7.445110000000001,7.351489999999999,7.75478,7.22186,8.05005,Y,Y,N,N,5e-05,1e-05,N,N,1,65
959,LOGZ,rs0469,-0.49011000000000005,-0.56922,-0.25936,-0.6681199999999999,-0.061579999999999996,Y,Y,N,N,0.0,0.0,N,N,1,123
960,LOGQ,rs0470,7.12823,7.08502,7.257860000000001,7.027410000000001,7.38749,Y,Y,N,N,0.001,0.0,N,N,1,21
